,user_id,made_on,original_description,amount_cents,income
199,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-06-02,U Provaznice CZECH REP AMOUNT IN CZK 275.00 ON 01 JUN VISA 29.059293 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.26,972,False
200,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-06-02,UBER *TRIP NETHERLANDS AMOUNT IN CZK 79.45 ON 01 JUN VISA 29.059293 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.08,281,False
201,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-06-01,DROPBOX*JBPHX2TYBP IRELAND ON 31 MAY BCC,799,False
202,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-06-01,BOOTS 1940 ON 31 MAY CLP,588,False
203,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-31,REAL ENGLISH GIFT ON 29 MAY CLP,328,False
204,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-31,PP*VINAI ON 30 MAY BCC,500,False
205,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-30,PP*VINAI ON 29 MAY CLP,700,False
206,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-29,SAINSBURYS S/MKTS ON 28 MAY BCC,400,False
207,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-29,PP*VINAI ON 28 MAY CLP,700,False
208,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-28,VINE ON 26 MAY CLP,530,False
209,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-28,ODEON CINEMAS LIMI ON 26 MAY BCC,1500,False
210,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-28,SAINSBURYS S/MKTS ON 27 MAY CLP,415,False
211,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-28,SAINSBURYS S/MKTS ON 27 MAY CLP,120,False
212,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-28,ENGOCHA ON 27 MAY CLP,900,False
213,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-27,EDINBURGH CASTLE ON 26 MAY CLP,875,False
214,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-27,UBER TRIP HELP.UBE ON 27 MAY BCC,660,False
215,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-27,STREETWELL LTD ON 26 MAY BCC,5520,False
216,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-27,MR. FOGG'S SOCIETY ON 26 MAY BCC,3100,False
217,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-27,TFL TRAVEL CH ON 26 MAY CLP,630,False
218,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-27,EDINBURGH CASTLE ON 26 MAY CLP,1350,False
219,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-27,PHILIPPE TERRIER IMAX AVENGERS FT,2575,False
220,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-26,POMONA'S ON 25 MAY BCC,5904,False
221,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-26,SOHO HOUSE CAFE BO ON 24 MAY CLP,2000,False
222,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-25,MM E&C ON 24 MAY CLP,900,False
223,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-25,MM E&C ON 24 MAY CLP,400,False
224,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-26,TESCO STORES 5518 ON 25 MAY CLP,95,False
225,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-24,BEST WESTERN MUSEU NETHERLANDS AMOUNT IN EUR 11.80 ON 23 MAY VISA 1.131352 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.29,1072,False
226,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-24,NS DELFT NETHERLANDS AMOUNT IN EUR 11.50 ON 23 MAY VISA 1.130777 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.28,1045,False
227,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-24,EETCAFE DE RUIF NETHERLANDS AMOUNT IN EUR 9.00 ON 23 MAY VISA 1.130654 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.22,818,False
228,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-24,CO-OP GROUP FOOD ON 23 MAY CLP,1000,False
229,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-24,RANDYS WINGS BAR ON 23 MAY CLP,550,False
230,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-24,UBER TRIP HELP.UBE ON 24 MAY BCC,1788,False
231,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-23,WORK LIMITED MAYPAY BGC,178227,True
232,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-23,EETCAFE DE RUIF NETHERLANDS AMOUNT IN EUR 2.30 ON 22 MAY VISA 1.133005 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.06,209,False
233,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-22,DE GIST NETHERLANDS AMOUNT IN EUR 11.90 ON 21 MAY VISA 1.137667 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.29,1075,False
234,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-22,JOHN SMITH RENT ETC STO,70236,False
235,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-21,Technische Univers NETHERLANDS AMOUNT IN EUR 4.25 ON 20 MAY VISA 1.13941 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.10,383,False
236,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-20,ING PHOENIXSTRAAT NETHERLANDS ON 19 MAY ATM,2718,False
237,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-20,HEATHROW T5 ON 19 MAY CLP,219,False
238,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-20,BOOTS.COM ON 19 MAY BCC,4200,False
239,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-19,SUPREME THAI ON 18 MAY BCC,795,False
240,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-19,WOK TO WALK ON 18 MAY CLP,1170,False
241,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-19,SAINSBURYS S/MKTS ON 18 MAY CLP,440,False
242,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-19,B & Q ON 18 MAY BCC,1847,False
243,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-18,Amazon Prime*MN323 LUXEMBOURG ON 17 MAY BCC,799,False
244,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-18,TESCO STORES 5518 ON 17 MAY CLP,280,False
245,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-18,PP*VINAI ON 17 MAY CLP,700,False
246,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-18,JIMMY & SONS ON 18 MAY CLP,299,False
247,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-17,SAINSBURYS S/MKTS ON 16 MAY CLP,725,False
248,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-17,PP*VINAI ON 16 MAY BCC,700,False
249,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-16,TESCO STORES 5518 ON 15 MAY CLP,465,False
250,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-16,BONAPPETIT ON 15 MAY CLP,500,False
251,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-15,PP*VINAI ON 14 MAY BCC,700,False
252,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-14,TESCO TESCO TAB SQ L EXP 14MAY 12.47 ATM,4000,False
253,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-14,PP*VINAI ON 13 MAY CLP,700,False
254,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-14,RYANAIR 22400000L6 ON 12 MAY BCC,17302,False
255,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-13,IZ *NAKED DOUGH LI ON 12 MAY CLP,490,False
256,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-13,FEST ON 12 MAY CLP,550,False
257,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-13,ENGOCHA ON 11 MAY CLP,900,False
258,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-13,IZ *QUINOA AREPA P ON 12 MAY BCC,800,False
259,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-13,SAINSBURYS S/MKTS ON 12 MAY CLP,425,False
260,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-13,PRET A MANGER ON 12 MAY CLP,834,False
261,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-12,FOOTBALL SUN MARK WHITE FT,1500,False
262,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-12,CINEWORLD WAN CP ON 11 MAY CLP,1300,False
263,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-12,SumUp *Vin's Thai ON 10 MAY BCC,700,False
264,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-12,CINEWORLD WAN CP ON 11 MAY CLP,900,False
265,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-11,TESCO STORES 5518 ON 10 MAY CLP,425,False
266,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-10,TESCO STORES 5518 ON 09 MAY CLP,70,False
267,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-10,PP*VINAI ON 09 MAY CLP,700,False
268,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-09,Amazon.co.uk*MN3G5 LUXEMBOURG ON 08 MAY BCC,783,False
269,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-09,MCDONALDS ON 08 MAY CLP,663,False
270,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-09,BOOTS 1126 ON 08 MAY CLP,1618,False
271,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-09,PP*VINAI ON 08 MAY BCC,700,False
272,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-08,SumUp *Vin's Thai ON 07 MAY BCC,700,False
273,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-07,MY SHOP ON 06 MAY CLP,387,False
274,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-07,MM E&C ON 06 MAY CLP,1400,False
275,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-07,MM E&C ON 06 MAY CLP,1400,False
276,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-07,PURE GYM LTD 126204012579010004 DDR,2849,False
277,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-06,SQ *LUCKY VOICE ON 04 MAY BCC,3000,False
278,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-06,SQ *LUCKY VOICE ON 04 MAY CLP,1200,False
279,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-06,NORTHCOTE ON 04 MAY CLP,1330,False
280,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-06,CRACKERJACK GOLD ON 05 MAY CLP,718,False
281,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-05,FOOTBALL SUN MARK WHITE FT,1500,False
282,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-05,BILL KENNEDY SPLITWISE FT,26165,False
283,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-05,UBER *TRIP NETHERLANDS ON 04 MAY BCC,505,False
284,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-05,THE JAM TREE ON 04 MAY CLP,1160,False
285,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-05,SAINSBURYS BANK Sainsburys Bank 05MAY 00.33 ATM,2000,False
286,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-04,UBER TRIP HELP.UBE ON 03 MAY BCC,868,False
287,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-04,PP*VINAI ON 03 MAY CLP,700,False
288,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-04,VQ CHELSEA ON 04 MAY CLP,2132,False
289,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-03,SAINSBURY'S SMKT ON 02 MAY CLP,125,False
290,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-03,SAINSBURY'S SMKT ON 02 MAY CLP,650,False
291,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-03,PP*VINAI ON 02 MAY BCC,700,False
292,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-02,MR. FOGG'S SOCIETY ON 30 APR CLP,1200,False
293,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-02,PP*VINAI ON 01 MAY CLP,500,False
294,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-01,Dropbox FBHFK93YTC IRELAND ON 30 APR BCC,799,False
295,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-05-01,SHAKE SHACK COVENT ON 30 APR BCC,1795,False
296,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-30,PP*VINAI ON 29 APR CLP,500,False
297,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-30,RYANAIR 22400000J1 ON 26 APR BCC,15364,False
298,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-29,BENITOS HAT ON 28 APR CLP,995,False
299,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-29,JOHN LEWIS ON 28 APR BCC,23005,False
300,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-28,IZ *HOT NUMBERS CO ON 27 APR CLP,940,False
301,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-28,IZ *HOT NUMBERS CO ON 27 APR CLP,290,False
302,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-28,CAMBRIDGE BREW HOU ON 26 APR CLP,1920,False
303,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-28,CAMBRIDGE BREW HOU ON 26 APR CLP,1525,False
304,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-28,BOOTS 1126 ON 27 APR CLP,1299,False
305,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-28,JOHN LEWIS ON 27 APR BCC,9430,False
306,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-28,HAMPSTEAD COLLEGE ON 27 APR CLP,490,False
307,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-27,TESCO STORES 5518 ON 26 APR CLP,310,False
308,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-27,TESCO STORES 5518 ON 26 APR BCC,553,False
309,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-27,UBER TRIP HELP.UBE ON 27 APR BCC,638,False
310,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-26,HARRY S BAR AND BR ON 24 APR CLP,1825,False
311,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-26,HARRY S BAR AND BR ON 24 APR CLP,1406,False
312,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-26,PP*VINAI ON 25 APR CLP,700,False
313,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-25,WORK LIMITED APRPAY BGC,178267,True
314,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-25,TESCO STORES 5518 ON 24 APR CLP,85,False
315,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-25,UBER TRIP HELP.UBE ON 25 APR BCC,1375,False
316,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-24,NEIGHBOUR BAR AND ON 22 APR CLP,2100,False
317,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-24,BONAPPETIT ON 23 APR CLP,500,False
318,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-24,JOHN SMITH RENT ETC STO,70236,False
319,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-23,UBER TRIP HELP.UBE ON 22 APR BCC,1443,False
320,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-23,SAINSBURYS S/MKTS ON 22 APR CLP,355,False
321,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-22,SUBWAY ON 21 APR CLP,770,False
322,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-22,NANDOS SHEFFIELD V ON 21 APR BCC,1445,False
323,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-22,SUBWAY ON 20 APR CLP,1020,False
324,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-22,UBER TRIP HELP.UBE ON 21 APR BCC,559,False
325,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-21,FIVE GUYS SHEFFIEL ON 20 APR CLP,2400,False
326,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-21,FIVE GUYS SHEFFIEL ON 20 APR CLP,1720,False
327,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-21,UBER TRIP HELP.UBE ON 21 APR BCC,761,False
328,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-21,M&S SIMPLY FOOD ON 20 APR CLP,1225,False
329,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-20,THE CRICKETER ON 19 APR CLP,2100,False
330,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-20,SumUp *Stephen J M ON 19 APR CLP,820,False
331,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-19,NOTEMACHINE M&S CAMBRIDGE SATE 19APR 23.57 ATM,2000,False
332,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-19,NOTEMACHINE M&S CAMBRIDGE SATE 19APR 23.55 MTU,1000,False
333,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-19,SumUp *Pinoy Eat ON 18 APR CLP,700,False
334,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-19,SAINSBURYS S/MKTS ON 18 APR BCC,855,False
335,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-18,Amazon Prime*MZ1B5 LUXEMBOURG ON 17 APR BCC,799,False
336,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-17,SAINSBURYS S/MKTS ON 16 APR CLP,700,False
337,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-17,PP*VINAI ON 16 APR BCC,700,False
338,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-16,PP*VINAI ON 15 APR CLP,700,False
339,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-14,TESCO STORES 5518 ON 13 APR CLP,449,False
340,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-13,TESCO STORES 5518 ON 12 APR CLP,204,False
341,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-13,TESCO STORES 5518 ON 12 APR BCC,60,False
342,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-13,PP*VINAI ON 12 APR CLP,700,False
343,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-12,SOPHIE'S SOHO ON 12 APR CLP,1041,False
344,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-12,PP*VINAI ON 11 APR CLP,500,False
345,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-12,TESCO STORES 5518 ON 11 APR BCC,320,False
346,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-11,TESCO STORES 5518 ON 10 APR CLP,260,False
347,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-11,LLOYDS PHARMACY ON 10 APR CLP,900,False
348,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-10,BONAPPETIT ON 09 APR BCC,500,False
349,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-09,BONAPPETIT ON 08 APR CLP,500,False
350,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-08,TORTILLA HAMMERSMI ON 07 APR CLP,1120,False
351,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-08,PURE GYM LTD 126204012579010003 DDR,2849,False
352,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-07,MCDONALDS ON 06 APR CLP,1819,False
353,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-07,AMZNMktplace ON 06 APR BCC,2906,False
354,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-06,WM MORRISONS STORE ON 05 APR CLP,1357,False
355,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-06,UberBV ON 06 APR BCC,1677,False
356,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-06,TESCO STORES 5518 ON 05 APR BCC,639,False
357,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-06,O BAR ON 05 APR BCC,3800,False
358,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-06,TFL TRAVEL CH ON 05 APR CLP,700,False
359,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-06,TESCO STORES 5518 ON 05 APR CLP,200,False
360,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-06,FREEDOM BAR ON 05 APR CLP,2000,False
361,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-05,TFL TRAVEL CH ON 04 APR CLP,480,False
362,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-05,TESCO STORES 5518 ON 04 APR CLP,289,False
363,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-04,PP*VINAI ON 03 APR CLP,700,False
364,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-04,TFL TRAVEL CH ON 03 APR CLP,530,False
365,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-03,TESCO STORES 5518 ON 02 APR BCC,550,False
366,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-03,TFL TRAVEL CH ON 02 APR CLP,530,False
367,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-02,TESCO STORES 5518 ON 01 APR CLP,325,False
368,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-01,N K CONVENIENCE ST ON 31 MAR CLP,747,False
369,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-04-01,TESCO TESCO TAB SQ L EXP 01APR 12.52 ATM,2000,False
370,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-31,MM E&C ON 30 MAR CLP,800,False
371,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-31,"BOOTS,0786 ON 30 MAR BCC",1543,False
372,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-31,MY SHOP ON 31 MAR CLP,468,False
373,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-31,MM E&C ON 30 MAR CLP,1200,False
374,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-30,TFL TRAVEL CH ON 29 MAR CLP,480,False
375,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-29,PP*VINAI ON 28 MAR CLP,500,False
376,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-29,TFL TRAVEL CH ON 28 MAR CLP,700,False
377,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-29,TESCO STORES 5518 ON 28 MAR CLP,289,False
378,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-28,TESCO STORES 5518 ON 27 MAR BCC,289,False
379,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-28,TFL TRAVEL CH ON 27 MAR CLP,530,False
380,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-28,IZ *BAM Euroupe ON 27 MAR CLP,500,False
381,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-27,PP*VINAI ON 26 MAR CLP,500,False
382,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-27,TFL TRAVEL CH ON 26 MAR CLP,530,False
383,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-27,WORK LIMITED MARPAY BGC,259790,True
384,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-27,JOHN SMITH RENT ETC STO,70236,False
385,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-26,TESCO STORES 5518 ON 25 MAR CLP,404,False
386,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-25,WULF AND LAMB ON 24 MAR CLP,750,False
387,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-25,N K CONVENIENCE ST ON 23 MAR CLP,338,False
388,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-25,PAPA JOHNS PIZZA ON 23 MAR BCC,999,False
389,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-24,TFL TRAVEL CH ON 23 MAR CLP,480,False
390,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-24,THE PIANO WORKS ON 23 MAR CLP,2640,False
391,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-24,THE PIANO WORKS ON 23 MAR CLP,1000,False
392,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-23,SAINSBURYS S/MKTS ON 22 MAR CLP,330,False
393,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-23,TESCO STORES 5518 ON 22 MAR CLP,589,False
394,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-23,TFL TRAVEL CH ON 22 MAR CLP,530,False
395,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-23,PP*VINAI ON 21 MAR BCC,500,False
396,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-22,UBER TRIP HELP.UBE ON 21 MAR BCC,770,False
397,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-22,SAINSBURYS S/MKTS ON 21 MAR CLP,165,False
398,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-22,BILL KENNEDY SPLITWISE FT,25255,False
399,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-21,SPITFIRE FOOTBALL MARK WHITE FT,1500,False
400,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-21,PP*VINAI ON 20 MAR CLP,500,False
401,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-20,ITUNES.COM/BILL IRELAND ON 19 MAR BCC,1899,False
402,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-20,SUMUP *PINOY EAT ON 19 MAR BCC,500,False
403,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-20,TESCO STORES 5518 ON 19 MAR CLP,289,False
404,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-19,TESCO STORES 5518 ON 18 MAR CLP,689,False
405,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-18,Amazon Prime*MW65G LUXEMBOURG ON 17 MAR BCC,799,False
